First Name,Amount,Position
"KOSTA","1","=912"
"KRISHNA","1","=912"
"KRISTOPHER","1","=912"
"KRITAN","1","=912"
"KRITHIK","1","=912"
"KRUZE","1","=912"
"KUCH","1","=912"
"KUEK","1","=912"
"KULTAR","1","=912"
"KUMAYL","1","=912"
"KUNWAR","1","=912"
"KUOL","1","=912"
"KUOT","1","=912"
"KURBAAN","1","=912"
"KYDON","1","=912"
"KYE","1","=912"
"KYI","1","=912"
"KYIA","1","=912"
"KYLAN","1","=912"
"KYLE","1","=912"
"KYLEN","1","=912"
"KYLER","1","=912"
"KYLO","1","=912"
"KYMIAN","1","=912"
"KYREE","1","=912"
"KYREECE","1","=912"
"KYRON","1","=912"
"KYZELL","1","=912"
"L-JAY","1","=912"
"LABROYN","1","=912"
"LACHLANN","1","=912"
"LACHY","1","=912"
"LACINA","1","=912"
"LAIKA","1","=912"
"LAIKEN","1","=912"
"LAIKHYN","1","=912"
"LAIKYN","1","=912"
"LAITEN","1","=912"
"LAJON","1","=912"
"LAKYN","1","=912"
"LAM","1","=912"
"LANCE","1","=912"
"LANDEN","1","=912"
"LANDYN","1","=912"
"LASZLO","1","=912"
"LATRELLE","1","=912"
"LAURIE","1","=912"
"LAVIE","1","=912"
"LAVIT","1","=912"
"LAWLESS","1","=912"
"LAYKN","1","=912"
"LAYTH","1","=912"
"LECI","1","=912"
"LEEHANG","1","=912"
"LEIF","1","=912"
"LEIGH","1","=912"
"LEITHAN","1","=912"
"LENNI","1","=912"
"LENNIE","1","=912"
"LENNIX","1","=912"
"LEOH","1","=912"
"LEVY","1","=912"
"LEWIN","1","=912"
"LIEFER","1","=912"
"LIHO","1","=912"
"LIJAH","1","=912"
"LIJESH","1","=912"
"LIKHITH","1","=912"
"LINDEN","1","=912"
"LINK","1","=912"
"LIONEL","1","=912"
"LITJA","1","=912"
"LITO","1","=912"
"LIVAAN","1","=912"
"LLAYTON","1","=912"
"LLEWYN","1","=912"
"LLOYD","1","=912"
"LOCHLAN","1","=912"
"LOCKIE","1","=912"
"LOGANN","1","=912"
"LOK","1","=912"
"LOMANI","1","=912"
"LORCAN","1","=912"
"LOVELL","1","=912"
"LUC","1","=912"
"LUCIUS","1","=912"
"LUKAH-KHY","1","=912"
"LUKER","1","=912"
"LUKUS","1","=912"
"LUQA","1","=912"
"LUT","1","=912"
"LUTHER","1","=912"
"LYRIK","1","=912"
"LYSANDER","1","=912"
"MAALO","1","=912"
"MAALU","1","=912"
"MAAZ","1","=912"
"MACKAY","1","=912"
"MACRAE","1","=912"
"MADDIX","1","=912"
"MADDOX","1","=912"
"MAGNUS","1","=912"
"MAHEEM","1","=912"
"MAHER","1","=912"
"MAHLI","1","=912"
"MAIRAV","1","=912"
"MAJD","1","=912"
"MAKASHA","1","=912"
"MAKSIM","1","=912"
"MAKSYMILIAN","1","=912"
"MALAKHAI","1","=912"
"MALAKHI","1","=912"
"MALKA","1","=912"
"MALO","1","=912"
"MANAIA","1","=912"
"MANAN","1","=912"
"MANASSEH","1","=912"
"MANASV","1","=912"
"MANDRAKE","1","=912"
"MANHAS","1","=912"
"MANKIRAT","1","=912"
"MANNING","1","=912"
"MANNY","1","=912"
"MANROE","1","=912"
"MANSHER","1","=912"
"MANTEJ","1","=912"
"MANTRA","1","=912"
"MANUEL","1","=912"
"MANVIK","1","=912"
"MANVITH","1","=912"
"MANZI","1","=912"
"MARC","1","=912"
"MARCEL","1","=912"
"MARCELUS","1","=912"
"MARCKUS","1","=912"
"MARDY","1","=912"
"MARKAIRO-COLIN","1","=912"
"MARLI","1","=912"
"MARLOW","1","=912"
"MARNUS","1","=912"
"MARQAEL","1","=912"
"MARS","1","=912"
"MASSIMO","1","=912"
"MATAO","1","=912"
"MATAROKI","1","=912"
"MATE","1","=912"
"MATHEUS","1","=912"
"MATT","1","=912"
"MATTEEN","1","=912"
"MATTIAS","1","=912"
"MAURICE","1","=912"
"MAURYANSH","1","=912"
"MAVERIX","1","=912"
"MAXI","1","=912"
"MAXIMILIAAN","1","=912"
"MAXIMO","1","=912"
"MAYEN","1","=912"
"MAYSAM","1","=912"
"MAZEN","1","=912"
"MAZIN","1","=912"
"MC","1","=912"
"MCKINLEY","1","=912"
"MCRONALD","1","=912"
"MEDHAANSH","1","=912"
"MEDHANSH","1","=912"
"MEHARVAAN","1","=912"
"MEHDI","1","=912"
"MEHRAAB","1","=912"
"MEHRAB","1","=912"
"MEHRAD","1","=912"
"MEHRAS","1","=912"
"MEKIAH","1","=912"
"MENELIK","1","=912"
"MERAJ","1","=912"
"MESUM","1","=912"
"METE","1","=912"
"MEYVER","1","=912"
"MIEL","1","=912"
"MIHAILO","1","=912"
"MIJAS","1","=912"
"MIKAH","1","=912"
"MIKAHLO","1","=912"
"MIKHAIL","1","=912"
"MILAAP","1","=912"
"MILAD","1","=912"
"MIO","1","=912"
"MIR","1","=912"
"MIRAAN","1","=912"
"MIRAN","1","=912"
"MIVAAN","1","=912"
"MIVAN","1","=912"
"MOBEEN","1","=912"
"MOBIN","1","=912"
"MOE","1","=912"
"MOGAMMAD","1","=912"
"MOHAMAD","1","=912"
"MOHAMED","1","=912"
"MOHAMMEDALI","1","=912"
"MOHAMUD","1","=912"
"MOHSIN","1","=912"
"MOMIN","1","=912"
"MONTADAR","1","=912"
"MONTAGUE","1","=912"
"MONTGOMERY","1","=912"
"MORDEKHAI","1","=912"
"MORTAZA","1","=912"
"MOSAWER","1","=912"
"MOSHANE","1","=912"
"MOSS","1","=912"
"MOUSA","1","=912"
"MOXON","1","=912"
"MUAYED","1","=912"
"MUNACHIMSO","1","=912"
"MUNASHE","1","=912"
"MURAD","1","=912"
"MUREN","1","=912"
"MUSTAFA","1","=912"
"MUYANG","1","=912"
"MUZHI","1","=912"
"MYKA","1","=912"
"MYKAH","1","=912"
"MYLO","1","=912"
"NABHAN","1","=912"
"NAIMATHULLAH","1","=912"
"NAKEEM","1","=912"
"NAKOAH","1","=912"
"NANG","1","=912"
"NASAM","1","=912"
"NASEEB","1","=912"
"NAU","1","=912"
"NAUNIHAAL","1","=912"
"NAUNIHAL","1","=912"
"NAVISH","1","=912"
"NAVRAJ","1","=912"
"NAVTAJ","1","=912"
"NAYAAB","1","=912"
"NAYEL","1","=912"
"NAYTE","1","=912"
"NAYZAN","1","=912"
"NAZIM","1","=912"
"NEAL","1","=912"
"NECTARIOS","1","=912"
"NEEJ","1","=912"
"NEEKO","1","=912"
"NEEOM","1","=912"
"NEEV","1","=912"
"NEIKO","1","=912"
"NEIL","1","=912"
"NELSON","1","=912"
"NEMR","1","=912"
"NETHIGEL","1","=912"
"NEVAAN","1","=912"
"NEWLAND","1","=912"
"NEYANSH","1","=912"
"NGADAAM","1","=912"
"NGUYEN","1","=912"
"NIBHANSH","1","=912"
"NICO","1","=912"
"NICODEMUS","1","=912"
"NIK","1","=912"
"NIKITA","1","=912"
"NIKLAUS","1","=912"
"NIKOLA","1","=912"
"NIKOLAS","1","=912"
"NIKOS","1","=912"
"NIRVAN","1","=912"
"NIRVED","1","=912"
"NISAR","1","=912"
"NITYANSH","1","=912"
"NIVAM","1","=912"
"NIVANSH","1","=912"
"NIYAAM","1","=912"
"NNAMDI","1","=912"
"NO","1","=912"
"NOAH-ROBERT","1","=912"
"NOGEN","1","=912"
"NOOR","1","=912"
"NOVAH","1","=912"
"NRIPJOT","1","=912"
"NRIVANSH","1","=912"
"NULLAH","1","=912"
"NYJAH","1","=912"
"NYX","1","=912"
"OAK","1","=912"
"OAKLAN","1","=912"
"OAKLAND","1","=912"
"OAKLEE","1","=912"
"OAKLEN","1","=912"
"OAKLYN","1","=912"
"OAKLYN-RAIN","1","=912"
"OAKLYNN","1","=912"
"OBIE","1","=912"
"OBINNA","1","=912"
"OCHRE","1","=912"
"OCTAVIAN","1","=912"
"ODEN","1","=912"
"ODIS","1","=912"
"OGHENEMARO","1","=912"
"OHENEBA-ZION","1","=912"
"OJAS","1","=912"
"OJAZ","1","=912"
"OLISAELOKA","1","=912"
"OLISE","1","=912"
"OLIVIER","1","=912"
"OMER","1","=912"
"ONYX-JAY","1","=912"
"ORAZIO","1","=912"
"OSITA","1","=912"
"OSWALD","1","=912"
"OTITO","1","=912"
"OWETHU","1","=912"
"OZIL","1","=912"
"OZLO","1","=912"
"OZZY","1","=912"
"PAARSHIV","1","=912"
"PABLO","1","=912"
"PAK-YEE","1","=912"
"PAKIHANA","1","=912"
"PALASH","1","=912"
"PALDEN","1","=912"
"PARAS","1","=912"
"PARKES","1","=912"
"PARVAZ","1","=912"
"PARWAAN","1","=912"
"PARWAN","1","=912"
"PASCAL","1","=912"
"PASQUALE","1","=912"
"PAULIN","1","=912"
"PAVITAR","1","=912"
"PAVLOS","1","=912"
"PENAK","1","=912"
"PHEO","1","=912"
"PHEONIXX","1","=912"
"PHYNN","1","=912"
"PIPPIN","1","=912"
"PRABH","1","=912"
"PRABHJIT","1","=912"
"PRABHNOOR","1","=912"
"PRABISHER","1","=912"
"PRACHIT","1","=912"
"PRAMUKH","1","=912"
"PRAMUN","1","=912"
"PRANAY","1","=912"
"PRANEETH","1","=912"
"PRANIT","1","=912"
"PRANOJ","1","=912"
"PRANSHUL","1","=912"
"PRASHAM","1","=912"
"PRATYAKSH","1","=912"
"PRAYAN","1","=912"
"PRAYUSH","1","=912"
"PRERAK","1","=912"
"PRESTIN","1","=912"
"PRIEL","1","=912"
"PRIHAN","1","=912"
"PRINCE","1","=912"
"PRITHAM","1","=912"
"PRITHVI","1","=912"
"PRIYAN","1","=912"
"PRIYANSHU","1","=912"
"PROSPER","1","=912"
"PSALM","1","=912"
"PUGAL","1","=912"
"PUYAN","1","=912"
"QESTIN","1","=912"
"QILIN","1","=912"
"QUIAH","1","=912"
"RAAYAN","1","=912"
"RABAAB","1","=912"
"RABAB","1","=912"
"RABABDEEP","1","=912"
"RADIN","1","=912"
"RADVIN","1","=912"
"RAEL","1","=912"
"RAFAY","1","=912"
"RAFFERTY","1","=912"
"RAFI","1","=912"
"RAFTAAR","1","=912"
"RAHDI","1","=912"
"RAHEEM","1","=912"
"RAHIB","1","=912"
"RAHIM","1","=912"
"RAIDEN","1","=912"
"RAIDER","1","=912"
"RAIN","1","=912"
"RAKEEM","1","=912"
"RAM","1","=912"
"RAMANA","1","=912"
"RAMI","1","=912"
"RAMON","1","=912"
"RAMSEY","1","=912"
"RAMY","1","=912"
"RANAV","1","=912"
"RANBIR","1","=912"
"RANDIP","1","=912"
"RANNFATEH","1","=912"
"RASHAD","1","=912"
"RASHID","1","=912"
"RATU","1","=912"
"RAUL","1","=912"
"RAUNAK","1","=912"
"RAUNAQ","1","=912"
"RAVI","1","=912"
"RAYAAN","1","=912"
"RAYLAN","1","=912"
"RAYNE","1","=912"
"RAYVENN","1","=912"
"RAZEK","1","=912"
"REED","1","=912"
"REEVE","1","=912"
"REHAT","1","=912"
"REILLY","1","=912"
"REJJAN","1","=912"
"REMINGTON","1","=912"
"REN","1","=912"
"RENATO","1","=912"
"RENJIRO","1","=912"
"RENLEY","1","=912"
"RENLY","1","=912"
"RENNER","1","=912"
"RENSHUO","1","=912"
"REON","1","=912"
"RESSAN","1","=912"
"REUEL","1","=912"
"REVAAN","1","=912"
"REVELIN","1","=912"
"REY","1","=912"
"REYAARTH","1","=912"
"REYES","1","=912"
"RHBAIR","1","=912"
"RHILEN","1","=912"
"RHODES","1","=912"
"RHYDER","1","=912"
"RHYLEI","1","=912"
"RHYLEN","1","=912"
"RICCARDO","1","=912"
"RIDH","1","=912"
"RIDHUL","1","=912"
"RIGBY","1","=912"
"RIKER","1","=912"
"RING","1","=912"
"RIPLEY","1","=912"
"RISHAB","1","=912"
"RISHAL","1","=912"
"RISHAN","1","=912"
"RISHAV","1","=912"
"RISHIV","1","=912"
"RIVANSH","1","=912"
"RIYAAN","1","=912"
"RIYAN","1","=912"
"RIYANSH","1","=912"
"RIYAZ","1","=912"
"RIZWAAN","1","=912"
"ROCKWELL","1","=912"
"RODNEY","1","=912"
"ROEY","1","=912"
"ROLAND","1","=912"
"ROLCE","1","=912"
"ROLI","1","=912"
"RONAK","1","=912"
"RONALDO","1","=912"
"RONIT","1","=912"
"RONNIE","1","=912"
"ROONEY","1","=912"
"ROREY","1","=912"
"ROSARIO","1","=912"
"ROSH","1","=912"
"ROSHAN","1","=912"
"ROSS","1","=912"
"ROUX","1","=912"
"ROWIE","1","=912"
"RUA","1","=912"
"RUARI","1","=912"
"RUBAB","1","=912"
"RUDHRAAVELL","1","=912"
"RUDHRIV","1","=912"
"RUDHVAAVELL","1","=912"
"RUDI","1","=912"
"RUDIE","1","=912"
"RUDRAVEER","1","=912"
"RUE","1","=912"
"RUFUS","1","=912"
"RUHID","1","=912"
"RUIBO","1","=912"
"RUMI","1","=912"
"RUSHAUN","1","=912"
"RUSLAN","1","=912"
"RUSTIN","1","=912"
"RUWI","1","=912"
"RYATT","1","=912"
"RYLANN","1","=912"
"RYLEN","1","=912"
"RYYAN","1","=912"
"RYZAK","1","=912"
"RYZEN","1","=912"
"SAAD","1","=912"
"SAAHAS","1","=912"
"SAAHEB","1","=912"
"SAAMRAAZ","1","=912"
"SAANJHDEEP","1","=912"
"SABARVEER","1","=912"
"SABIR","1","=912"
"SADDAM","1","=912"
"SADRA","1","=912"
"SAGALVIR","1","=912"
"SAHAAI","1","=912"
"SAHAJ","1","=912"
"SAHIL","1","=912"
"SAHVI","1","=912"
"SAI","1","=912"
"SAJAD","1","=912"
"SALAAR","1","=912"
"SALAHUDDIN","1","=912"
"SALEH","1","=912"
"SALEM","1","=912"
"SALIM","1","=912"
"SAMARDEEP","1","=912"
"SAMARPARTAP","1","=912"
"SAMARVEER","1","=912"
"SAMAY","1","=912"
"SAMDRUK","1","=912"
"SAMEK","1","=912"
"SAMI","1","=912"
"SAMIR","1","=912"
"SAMRA","1","=912"
"SAMRATH","1","=912"
"SAMSON","1","=912"
"SAMYOG","1","=912"
"SANDY","1","=912"
"SANSKRIT","1","=912"
"SANTI","1","=912"
"SARANAK","1","=912"
"SARBATT","1","=912"
"SARIM","1","=912"
"SARTAJ","1","=912"
"SARTHAK","1","=912"
"SASMIT","1","=912"
"SATHVIK","1","=912"
"SATVIK","1","=912"
"SAURIN","1","=912"
"SAYED","1","=912"
"SAYF","1","=912"
"SAYUN","1","=912"
"SCOUT","1","=912"
"SCULLY","1","=912"
"SEAN","1","=912"
"SEHASH","1","=912"
"SEHBAAZ","1","=912"
"SEHTAB","1","=912"
"SEIFULLAH","1","=912"
"SEJUN","1","=912"
"SEKOVE","1","=912"
"SENESI","1","=912"
"SEONG","1","=912"
"SERGIO","1","=912"
"SEYON","1","=912"
"SEYYED","1","=912"
"SHAAYAN","1","=912"
"SHABAD","1","=912"
"SHABEG","1","=912"
"SHAH","1","=912"
"SHAHAN","1","=912"
"SHAHAZAD","1","=912"
"SHAHBAZ","1","=912"
"SHAHEER","1","=912"
"SHAHIN","1","=912"
"SHAHZAIB","1","=912"
"SHANUKYA","1","=912"
"SHARVA","1","=912"
"SHASHIV","1","=912"
"SHAUN","1","=912"
"SHAURYA","1","=912"
"SHAY","1","=912"
"SHAYNE","1","=912"
"SHENG-AN","1","=912"
"SHER-ZALAND","1","=912"
"SHERIFF","1","=912"
"SHIVAAN","1","=912"
"SHIVAAY","1","=912"
"SHIVAY","1","=912"
"SHIVEN","1","=912"
"SHIVIN","1","=912"
"SHIVOHAM","1","=912"
"SHIVVAANSH","1","=912"
"SHOON","1","=912"
"SHREYAN","1","=912"
"SHREYANSSH","1","=912"
"SHRIHAN","1","=912"
"SHRINAV","1","=912"
"SHRITIK","1","=912"
"SHRIVANSH","1","=912"
"SHRIVIN","1","=912"
"SHRYAN","1","=912"
"SHUBH","1","=912"
"SHUBHAM","1","=912"
"SHUBHMAN","1","=912"
"SHVAYE","1","=912"
"SIBTAIN","1","=912"
"SIDDHARTH","1","=912"
"SIMARJEET","1","=912"
"SIMEON","1","=912"
"SIMO","1","=912"
"SIYON","1","=912"
"SKYLAR","1","=912"
"SNAWAR","1","=912"
"SOH","1","=912"
"SOLOMON","1","=912"
"SONGYANG","1","=912"
"SOPHOCLES","1","=912"
"SOSEFO","1","=912"
"SOTIRIS","1","=912"
"SOUTH","1","=912"
"SOVANNARITH","1","=912"
"SPARSH","1","=912"
"SQUISHIE","1","=912"
"SQUIZZY","1","=912"
"SRI","1","=912"
"SRIAN","1","=912"
"SRIKRISHNA","1","=912"
"SRINANDHAN","1","=912"
"STEFANOS","1","=912"
"STELIO","1","=912"
"STEPHEN","1","=912"
"STUART","1","=912"
"SUAD","1","=912"
"SUBHAN","1","=912"
"SUBOTAI","1","=912"
"SUJEEN","1","=912"
"SULEMANI","1","=912"
"SULTAAN","1","=912"
"SULTAN","1","=912"
"SUMAILO","1","=912"
"SUNMAY","1","=912"
"SURJOG","1","=912"
"SUSTIM","1","=912"
"SUYAN","1","=912"
"SVAR","1","=912"
"SVEN","1","=912"
"SWAE","1","=912"
"SWAYDE","1","=912"
"SWOJAS","1","=912"
"SYD","1","=912"
"SYLUS","1","=912"
"TAARUSH","1","=912"
"TAEKE","1","=912"
"TAFADZWA","1","=912"
"TAHAN","1","=912"
"TAHIYAN","1","=912"
"TAIKA","1","=912"
"TAILEM","1","=912"
"TAIM","1","=912"
"TAITE","1","=912"
"TAITUM-SCOTT","1","=912"
"TAKSH","1","=912"
"TAKURA","1","=912"
"TALHA","1","=912"
"TALLEI","1","=912"
"TALLON","1","=912"
"TALYN","1","=912"
"TAM","1","=912"
"TAMA","1","=912"
"TANNER","1","=912"
"TAO","1","=912"
"TARAIA","1","=912"
"TAREK","1","=912"
"TARI","1","=912"
"TARIK","1","=912"
"TARUSH","1","=912"
"TARZAN","1","=912"
"TAWHIRI","1","=912"
"TAYLAN","1","=912"
"TAYLUM","1","=912"
"TAYO","1","=912"
"TAYTE","1","=912"
"TAZ","1","=912"
"TE-MANA","1","=912"
"TEAK","1","=912"
"TEAL","1","=912"
"TEDD","1","=912"
"TEGBIR","1","=912"
"TEGH","1","=912"
"TEGHVIR","1","=912"
"TEHJVIR","1","=912"
"TEJASHVARVEER","1","=912"
"TENNYSON","1","=912"
"TENZIN","1","=912"
"TEODORO","1","=912"
"TERRAN","1","=912"
"TERRANCE","1","=912"
"TERRY","1","=912"
"TESHAN","1","=912"
"TEVIN","1","=912"
"TEZ","1","=912"
"THADDEUS","1","=912"
"THAIRO","1","=912"
"THANASI","1","=912"
"THANG","1","=912"
"THEODEN","1","=912"
"THEODOR","1","=912"
"THEODORUS","1","=912"
"THEOFANIS","1","=912"
"THEON","1","=912"
"THIENAN","1","=912"
"THIERNO","1","=912"
"THIEUS","1","=912"
"THIONG","1","=912"
"THIVANE","1","=912"
"THOMAS-BENJAMIN","1","=912"
"THONGTHAE","1","=912"
"THOREN","1","=912"
"THORIN","1","=912"
"TIAGO","1","=912"
"TIAM","1","=912"
"TIAN","1","=912"
"TIBER","1","=912"
"TIDUS","1","=912"
"TIMANA","1","=912"
"TIMMY","1","=912"
"TIMOFEY","1","=912"
"TITAN","1","=912"
"TITO","1","=912"
"TK","1","=912"
"TLUANG","1","=912"
"TOA","1","=912"
"TOBIAH","1","=912"
"TOMI","1","=912"
"TOMIAS","1","=912"
"TOMITHE","1","=912"
"TOMMASO","1","=912"
"TOMMIE","1","=912"
"TOMOKI","1","=912"
"TONCI","1","=912"
"TONY","1","=912"
"TOR","1","=912"
"TOREN","1","=912"
"TORREN","1","=912"
"TRENT","1","=912"
"TRISHAANK","1","=912"
"TRISTEN","1","=912"
"TRISTIAN","1","=912"
"TRISTRUM","1","=912"
"TRIYANSH","1","=912"
"TROY-JAMES","1","=912"
"TSZ","1","=912"
"TURBO","1","=912"
"TYLA","1","=912"
"TYREE","1","=912"
"TYREESE","1","=912"
"TYREL","1","=912"
"TYRELL","1","=912"
"TYRESE","1","=912"
"TYRIEKE","1","=912"
"TYSIAH","1","=912"
"TYZAIAH","1","=912"
"UBAIDA","1","=912"
"UDAY","1","=912"
"UDAYPRATAP","1","=912"
"UMAYR","1","=912"
"URIAH","1","=912"
"USAID","1","=912"
"USAYD","1","=912"
"VAAYU","1","=912"
"VALENTIN","1","=912"
"VALERY","1","=912"
"VALI","1","=912"
"VALLEE","1","=912"
"VALOR","1","=912"
"VALOUR","1","=912"
"VANDAN","1","=912"
"VANDEN","1","=912"
"VANLIAN","1","=912"
"VANN","1","=912"
"VANSH","1","=912"
"VARDAN","1","=912"
"VARNIK","1","=912"
"VASILEY","1","=912"
"VASILI","1","=912"
"VASILIJE","1","=912"
"VASYLI","1","=912"
"VIAAN","1","=912"
"VIGGO","1","=912"
"VIKRAM","1","=912"
"VILIAME","1","=912"
"VINICIUS","1","=912"
"VINNIE","1","=912"
"VINNY","1","=912"
"VINSON","1","=912"
"VIOM","1","=912"
"VIR","1","=912"
"VIRAAJ","1","=912"
"VIRANSH","1","=912"
"VISHRUTH","1","=912"
"VITTORIO","1","=912"
"VOONIT","1","=912"
"VORAPHOT","1","=912"
"VRISHAAN","1","=912"
"VUK","1","=912"
"VUKASIN","1","=912"
"VYOM","1","=912"
"WAARIS","1","=912"
"WADE","1","=912"
"WAHAJ","1","=912"
"WAIRUA","1","=912"
"WALLACE","1","=912"
"WANJIN","1","=912"
"WARIS","1","=912"
"WAY","1","=912"
"WAYLON","1","=912"
"WEIXI","1","=912"
"WELLES","1","=912"
"WES","1","=912"
"WESTEN","1","=912"
"WESTERN","1","=912"
"WESTLEY","1","=912"
"WESTON","1","=912"
"WHYATT","1","=912"
"WILANN","1","=912"
"WILDER","1","=912"
"WILLEM","1","=912"
"WILLOKAI","1","=912"
"WILSON","1","=912"
"WINSLOW","1","=912"
"WYATT-JAMES","1","=912"
"WYNN","1","=912"
"XADEN","1","=912"
"XAIDEN","1","=912"
"XANDAH","1","=912"
"XAVI","1","=912"
"XAVIOR","1","=912"
"XAYDEN","1","=912"
"XINYI","1","=912"
"XZAVIER","1","=912"
"YAHIA","1","=912"
"YAKOB","1","=912"
"YAMEER","1","=912"
"YAMIN","1","=912"
"YAN","1","=912"
"YANAL","1","=912"
"YANCHEN","1","=912"
"YANNIE","1","=912"
"YANSH","1","=912"
"YAROSLAV","1","=912"
"YASEEN","1","=912"
"YASHV","1","=912"
"YIANNIS","1","=912"
"YIN","1","=912"
"YINUO","1","=912"
"YISHAK","1","=912"
"YODHA","1","=912"
"YOG","1","=912"
"YONAS","1","=912"
"YOUNES","1","=912"
"YOUSIF","1","=912"
"YOUSUF","1","=912"
"YU","1","=912"
"YU-CHEN","1","=912"
"YUG","1","=912"
"YUGSANG","1","=912"
"YUGYEL","1","=912"
"YUHAAN","1","=912"
"YUMETH","1","=912"
"YUVAANMEET","1","=912"
"YUVIK","1","=912"
"YUVIN","1","=912"
"ZAEDYN","1","=912"
"ZAEEM","1","=912"
"ZAFAR","1","=912"
"ZAHEEN","1","=912"
"ZAILEN","1","=912"
"ZAIYDE","1","=912"
"ZAKI","1","=912"
"ZAKQUAN","1","=912"
"ZANDA","1","=912"
"ZARAHN","1","=912"
"ZARANN","1","=912"
"ZARTY","1","=912"
"ZASON","1","=912"
"ZAVIAN","1","=912"
"ZAYBLE","1","=912"
"ZAYDE","1","=912"
"ZAYDEN-PEACE","1","=912"
"ZAYLIN","1","=912"
"ZAYNN","1","=912"
"ZAYTAN","1","=912"
"ZEAN","1","=912"
"ZECHARIAH","1","=912"
"ZEDIKAI","1","=912"
"ZEESHAN","1","=912"
"ZEKUN","1","=912"
"ZEN","1","=912"
"ZENITH","1","=912"
"ZEPH","1","=912"
"ZEPHAN","1","=912"
"ZERAPH","1","=912"
"ZERIN","1","=912"
"ZEVI","1","=912"
"ZHIYI","1","=912"
"ZHUOYI","1","=912"
"ZIA","1","=912"
"ZICHEN","1","=912"
"ZIDAAN","1","=912"
"ZIDAN","1","=912"
"ZIGG","1","=912"
"ZIMMI","1","=912"
"ZIVAAN","1","=912"
"ZIXU","1","=912"
"ZIYON","1","=912"
"ZOEKRIS","1","=912"
"ZOHAIB","1","=912"
"ZORA","1","=912"
"ZORAAN","1","=912"
"ZUBAIR","1","=912"
"ZUHAIR","1","=912"
"ZUHAYR","1","=912"
"ZUVA","1","=912"
"ZUZA","1","=912"
"ZYAH","1","=912"
"ZYAN","1","=912"
"ZYLAN","1","=912"
"ZYNE","1","=912"
"ZYREN","1","=912"
